,Name,Notes,category
2011,Dambrosia Eau de Parfum,"['pear', 'almond', 'fig', 'sandalwood']","WOODS MOSSES,FRUITS VEGETABLES NUTS"
2012,Private Collection: L'Eau Guerriere Eau de Toilette,"['cinchona bark', 'sky aldehydes', 'olibanum', 'aloe wood', 'musk']",MUSK AMBER ANIMALIC
2014,L'Ete en Douce Eau de Toilette,"['mint', 'rose', 'orange blossom', 'linden blossom', 'hay', 'white woods', 'and white musk']","GREENS HERBS FOUGERES,WHITE FLOWERS,FLOWERS"
2015,Sienne l'Hiver Eau de Toilette,"['violet leaf', 'geranium', 'black olive', 'white truffle', 'smoke', 'woods', 'coal roasted chestnuts', 'autumn leaves', 'french straw', 'iris root', 'and white musk.']","GREENS HERBS FOUGERES,WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
2016,Eau d'Italie - eau de toilette Eau de Toilette,"['citrus', 'bergamot', 'blackcurrant', 'magnolia', 'cedar', 'incense']","RESINS BALSAMS,WOODS MOSSES,CITRUS,FLOWERS"
2017,Geisha Blanche Eau de Parfum,"['lychee', 'jasmine', 'hyacinth', 'ylang ylang']","WHITE FLOWERS,FLOWERS"
2018,Patchouli Noir Eau de Parfum,"['mint', 'cedarwood', 'patchouli', 'poppy', 'vanilla']","GREENS HERBS FOUGERES,SPICES,WOODS MOSSES,FLOWERS"
2019,Five O'Clock Au Gingembre Eau de Parfum,"['bergamot', 'candied ginger', 'honey', 'patchouli', 'pepper', 'and dark cocoa']","SPICES,WOODS MOSSES,CITRUS,SWEETS GOURMAND"
2020,Red Aoud Eau de Parfum,"['aoud', 'red pepper', 'saffron', 'cumin', 'orris', 'haitian vetiver', 'mysore sandalwood']","SPICES,WOODS MOSSES"
2021,Sel Marin Eau de Parfum,"['lemon', 'sicilian bergamot', 'sea salt', 'seaweed', 'vetiver', 'birch', 'cedar']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
2022,21 Eau de Parfum,"['bergamot', 'milk', 'orange blossoms', 'saffron', 'cumin', 'pepper', 'cashmere wood', 'royal jelly', 'moss', 'clary sage', 'patchouli', 'olibanum', 'amber', 'sandalwood', 'oudh wood', 'cedar', 'vetiver', 'labdanum', 'tonka bean', 'vanilla and musk']","WOODS MOSSES,SPICES,CITRUS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2023,Jubilation 25 Eau de Parfum,"['tarragon', 'lemon', 'ylang ylang', 'rock rose', 'frankincense', 'davana', 'labdanum ciste', 'patchouli', 'amber', 'vetiver', 'musk', 'myrrh']","WOODS MOSSES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2024,Incense Rose Eau de Parfum,"['clementine', 'bergamot', 'castor', 'bulgarian rose', 'orris', 'texan cedarwood', 'incense', 'labdanum', 'myrrh', 'patchouli', 'ambergris']","WOODS MOSSES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2025,Patchouli Leaves Eau de Parfum,"['patchouli', 'oak', 'vanilla', 'amber', 'white musk', 'cystus ladaniferus']","SPICES,WOODS MOSSES,MUSK AMBER ANIMALIC"
2030,Incense extreme Eau de Parfum,"['incense', 'touch of spices', 'powdery orris', 'cedarwood', 'ambergris', 'frankincense']","WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2031,No. 4 Eau de Toilette,"['cedrat', 'grapefruit', 'tagete', 'green apple', 'marine notes', 'galbanum', 'vetiver', 'papyrus']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
2032,No. 6 Eau de Toilette,"['fennel', 'italian bergamot', 'lemon murcia from spain', 'cardamom', 'quince', 'licorice bark', 'spider orchid', 'haitian vetiver', 'amber', 'cedar']","SPICES,WOODS MOSSES,FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
2033,No. 7 Eau de Toilette,"['bergamot', 'mandarin oil', 'clary sage absolute', 'pepperwood', 'jasmine', 'saffron', 'pomerose', 'violet', 'musk', 'leather', 'tonka bean', 'australian coachwood']","WHITE FLOWERS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
2034,Domenico Caraceni 1913 Eau de Toilette,"['petit grain', 'styrax', 'geranium bourbon', 'neroli bigarade', 'rose', 'tobacco', 'cypress', 'frankincense']","GREENS HERBS FOUGERES,WOODS MOSSES,RESINS BALSAMS,FLOWERS"
2035,Aoud Queen Roses Eau de Parfum,"['roses from grasse and arabia', 'hibiscus from guinea', 'oud']","FRUITS VEGETABLES NUTS,FLOWERS"
2036,Lady Vengeance Eau de Parfum,"['bulgarian rose', 'vanilla', 'patchouli']","SPICES,WOODS MOSSES,FLOWERS"
2037,Cologne Cedrat Eau de Cologne,"['cedrat (citron)', 'bergamot', 'black pepper', 'patchouli']","WOODS MOSSES,CITRUS"
2038,Fig Tea Eau de Toilette,"['figs', 'osmanthus', 'davana', 'tea']","GREENS HERBS FOUGERES,FLOWERS"
2039,Fleurs d'Oranger Eau de Parfum,"['orange blossom', 'white jasmine', 'indian tuberose', 'white rose', 'citrus peel', 'hibiscus seeds', 'cumin', 'nutmeg']","SPICES,WHITE FLOWERS,FLOWERS"
2040,Clair de Musc Eau de Parfum,"['musk', 'bergamot', 'neroli petals', 'tuscan iris powder']","CITRUS,MUSK AMBER ANIMALIC"
2041,Un Bois Vanille Eau de Parfum,"['black vanilla absolute', 'licorice', 'sandalwood', 'coconut milk', 'beeswax', 'caramelized benzoin', 'bitter almond', 'gaiac wood', 'tonka bean']","SPICES,WOODS MOSSES,MUSK AMBER ANIMALIC"
2042,Datura Noir Eau de Parfum,"['myrrh', 'bitter almond', 'tonka bean', 'musk', 'osmanthus', 'heliotrope', 'mandarin', 'lemon blossom', 'tuberose', 'vanilla', 'coconut oil', 'apricot']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2043,Geisha Noire Eau de Parfum,"['black amber', 'sandalwood', 'tonka bean']","SPICES,WOODS MOSSES"
2044,Osmanthus Interdite Eau de Parfum,"['chinese tea', 'osmanthus', 'rose', 'jasmine', 'musk']","WHITE FLOWERS,FLOWERS,MUSK AMBER ANIMALIC"
2045,Equistrius Eau de Parfum,"['orris', 'violet', 'rice powder', 'chocolate', 'ambrette', 'sandalwood', 'vetiver', 'grey amber']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
2046,Fougere Bengale Eau de Parfum,"['lavender', 'tarragon', 'patchouli', 'geranium', 'tobacco', 'tonka beans', 'vanilla']","GREENS HERBS FOUGERES,SPICES,WOODS MOSSES,FLOWERS"
2047,Black Tourmaline Eau de Parfum,"['cardamom', 'coriander', 'cumin', 'frankincense', 'pepper', 'smoked wood', 'oud', 'leather', 'precious woods', 'musk', 'amber', 'moss', 'patchouli']","SPICES,WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2048,Olibanum Eau de Parfum,"['incense', 'myrrh', 'orange blossom', 'sandalwood']","WHITE FLOWERS,WOODS MOSSES,RESINS BALSAMS"
2049,Acqua Viva Eau de Parfum,"['amalfi lemon', 'sicilian broom flower', 'cypress', 'cedar']",WOODS MOSSES
2050,Chocolate Greedy Eau de Parfum,"['tonka bean', 'bitter orange', 'cacao cream', 'vanilla from madagascar']","SPICES,CITRUS"
2051,L'Eau de L'Artisan Eau de Toilette,"['lemon', 'verbena', 'mint', 'basil', 'fresh-cut grass', 'seaweed']","GREENS HERBS FOUGERES,CITRUS"
2052,Alba Eau de Parfum,"['sandalwood', 'hazel wood', 'almond wood', 'amber']","WOODS MOSSES,MUSK AMBER ANIMALIC"
2053,Blu Perfume Oil,"['tuberose', 'orange', 'sandalwood', 'ylang ylang']","WOODS MOSSES,CITRUS,WHITE FLOWERS,FLOWERS"
2054,Jasmin Perfume Oil,"['jasmine', 'cyclamen', 'cloves', 'ylang ylang']","SPICES,WHITE FLOWERS,FLOWERS"
2055,Musc Perfume Oil,"['musk', 'rose', 'violet', 'vanilla', 'cloves', 'amber', 'sandalwood']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
2056,White Aoud Eau de Parfum,"['damas rose', 'safran', 'oud', 'cardamom', 'jasmine', 'patchouli', 'mysore sandalwood', 'precious wood', 'amber', 'vetiver', 'vanilla', 'labdanum']","WOODS MOSSES,WHITE FLOWERS,SPICES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2057,Roses Musk Eau de Parfum,"['rose essence', 'rose absolute', 'jasmine', 'musk', 'amber']","WHITE FLOWERS,FLOWERS,MUSK AMBER ANIMALIC"
2058,Perfect Kiss Eau de Parfum,"['jasmine', 'honeysuckle', 'amber', 'dark chocolate', 'sandalwood']","SWEETS GOURMAND,WOODS MOSSES,WHITE FLOWERS,MUSK AMBER ANIMALIC"
2059,Rock Crystal Eau de Parfum,"['orange', 'pepper', 'coriander', 'cardamom', 'cumin', 'olibanum', 'benzoin', 'myrrh', 'cistus', 'sandalwood', 'cedar', 'vetiver', 'everlasting flower', 'oakmoss', 'musk']","WOODS MOSSES,SPICES,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2060,Tuberosa Eau de Parfum,"['tuberose', 'jasmine']",WHITE FLOWERS
2061,Victrix Eau de Parfum,"['pink pepper', 'vetiver', 'laurel', 'coriander', 'musk']","SPICES,WOODS MOSSES,MUSK AMBER ANIMALIC"
2062,Ambra Aurea Eau de Parfum,"[""grey amber absolute (we're pretty sure there's more to it)""]",WOODS MOSSES
2063,Promesse de l'Aube Eau de Parfum,"['mandarin', 'lemon', 'ylang-ylang', 'jasmine', 'sandalwood', 'tonka bean and vanilla']","WHITE FLOWERS,WOODS MOSSES,CITRUS,FLOWERS"
2064,Rose de Siwa Eau de Parfum,"['lychee', 'peony', 'hawthorn', 'moroccan and turkish roses', 'violet', 'cedar', 'musk and vetiver']","WOODS MOSSES,FLOWERS"
2065,Ambre Topkapi Eau de Parfum,"['bergamot', 'grapefruit', 'pineapple', 'melon', 'cinnamon', 'cardamom', 'nutmeg ginger', 'basil', 'thyme', 'lavender', 'oak moss', 'vetiver', 'sandalwood', 'rosewood', 'leather', 'darjeeling tea', 'amber', 'musk', 'vanilla', 'jasmine and violet.']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2066,Invasion Barbare Eau de Parfum,"['grapefruit', 'bergamot', 'violet leaves', 'white thyme', 'cardamom', 'lavender', 'ginger', 'cedarwood', 'vanilla and musk']","SPICES,WOODS MOSSES,CITRUS,FLOWERS"
2067,Bois Farine Eau de Toilette,"['white cedar', 'gaiacwood and sandalwood', 'white iris', 'farine flower', 'fennel seed.']",GREENS HERBS FOUGERES
2068,The Pour un Ete Eau de Toilette,"['jasmine tea', 'green tea', 'hints of lemon and peppermint']","BEVERAGES,GREENS HERBS FOUGERES"
2069,Private Collection: L'Ombre Fauve Eau de Parfum,"['amber', 'musk', 'woods', 'incense', 'patchouli']","WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2070,Ambre Sultan Eau de Parfum,"['coriander', 'amber', 'oregano', 'bay leaf', 'myrtle', 'angelica root', 'sandalwood', 'patchouli', 'benzoin', 'vanilla']","WOODS MOSSES,SPICES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2071,Tubereuse Couture Eau de Parfum,"['kalamanzi oil', 'green jasmine shoots', 'ylang-ylang', 'sugar cane', 'indian tuberose', 'sumatra benzoin', 'papyrus.']",FLOWERS
2072,Anne Pliska - Eau de Parfum,"['bergamot', 'amber', 'patchouli', 'geranium', 'musk', 'vanilla']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
2073,AMAZE Parfum Eau de Parfum,"['henna', 'saffron', 'taif rose', 'orange blossom', 'wardia rose', 'agarwood', 'sandalwood', 'musk', 'civet.']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2074,Ambre Russe Eau de Parfum,"['tea', 'incense', 'vodka', 'champagne', 'cumin', 'coriander', 'cinnamon', 'ambergris', 'vanilla', 'leather']","BEVERAGES,SPICES,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2075,Cuir Ottoman Eau de Parfum,"['jasmine', 'leather', 'iris', 'benzoin', 'balsams', 'resins', 'incense']","FLOWERS,RESINS BALSAMS,WHITE FLOWERS,MUSK AMBER ANIMALIC"
2076,Eau Suave Eau de Parfum,"['pepper', 'coriander', 'saffron', 'rose de malmaison', 'apricot', 'raspberry', 'peach', 'vanilla and musk']","SPICES,FRUITS VEGETABLES NUTS"
2077,Iskander Eau de Parfum,"['citron', 'mandarin', 'grapefruit', 'estragon', 'coriander', 'orange blossom', 'oakmoss', 'amber and musk']","SPICES,WOODS MOSSES,CITRUS,WHITE FLOWERS"
2078,Soavissima Eau de Parfum,"['powdery notes', 'white flowers', 'amber']","NATURAL SYNTHETIC POPULAR WEIRD,WHITE FLOWERS,MUSK AMBER ANIMALIC"
2079,Confetto Eau de Parfum,"['sugared almond', 'amber', 'musk', 'hint of anise']",MUSK AMBER ANIMALIC
2080,Dulcis in Fundo Eau de Parfum,"['citrus fruits', 'mexican vanilla']",FRUITS VEGETABLES NUTS
2081,Fumidus Eau de Parfum,"['essence of distilled scotch', 'vetiver root', 'birch bark']",NATURAL SYNTHETIC POPULAR WEIRD
2082,Cardinal Eau de Parfum,"['incense', 'cistus', 'grey amber', 'patchouli', 'vetiver']","WOODS MOSSES,RESINS BALSAMS"
2083,Vanille Absolu Eau de Parfum,"['vanilla', 'cinnamon', 'clove', 'woods']","SPICES,WOODS MOSSES"
2084,Wood and Spices Eau de Parfum,"['ebony', 'sandalwood', 'vetiver; incense', 'cardamom', 'spices']","SPICES,WOODS MOSSES"
2085,Intense Tiare Eau de Parfum,"['tiare', 'ylang-ylang', 'vanilla', 'coconut milk', 'jasmine', 'roses']","WHITE FLOWERS,SPICES,FLOWERS"
2086,Black Aoud Eau de Parfum,"['red rose', 'aoud', 'labdanum', 'sandalwood']","WOODS MOSSES,RESINS BALSAMS"
2087,Aoud Cuir d'Arabie Eau de Parfum,"['tobacco', 'leather and burnt wood dry notes', 'here the oud produces all of its strength and softness.']",GREENS HERBS FOUGERES
2088,Gardenia Eau de Parfum,"['tangerine bark', 'ylang-ylang', 'orange flowers', 'gardenia extract', 'bulgarian rose', 'jasmine', 'iris', 'musk', 'ambergris', 'sandalwood']","WHITE FLOWERS,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
2089,L'eau de Circe Eau de Parfum,"['damask rose', 'jasmine', 'osmanthus', 'orchid', 'ylang-ylang', 'white peach leaf', 'tangerine', 'patchouli', 'wooden accords', 'and amber']","WOODS MOSSES,CITRUS,WHITE FLOWERS,FLOWERS"
2090,Premier Figuier Extreme Eau de Parfum,"['fig', 'fig leaf', 'milk of almond', 'sandalwood', 'coconut']","WOODS MOSSES,FRUITS VEGETABLES NUTS"
2092,Brulure de Rose Eau de Parfum,"['brazilian rosewood', 'rose buds', 'litchi', 'raspberry', 'sandalwood', 'amber', 'vanilla', 'cocoa']","SPICES,WOODS MOSSES,FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
2093,Cuir Venenum Eau de Parfum,"['leather', 'absolute of orange blossom', 'myrrh', 'citrus', 'cedar', 'coconut', 'honeyed musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2094,Harmatan Noir Eau de Toilette,"['aromatic dry woods', 'dried flowers', 'herbs', 'cedar', 'dried jasmine', 'citrus', 'mint']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
2095,L'eau Rare Matale Eau de Toilette,"['sage', 'white fowers', 'bergamot', 'black matale tea', 'virginia cedar', 'chinese cedar', 'vetiver', 'birch', 'burnt woods', 'pepper and musk']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
2096,Coze Eau de Parfum,"['canapa sativa seed oil', 'pepper', 'pimento', 'coffee', 'ebony wood', 'chocolate', 'bourbon vanilla pods']",SPICES
2097,Geisha Marron roll-on Perfume Oil,"['grapefruit', 'mandarin', 'bergamot', 'muguet', 'japanese magnolia', 'chestnut blossom (white flower)']",CITRUS
2098,Dzongkha Eau de Toilette,"['lichee', 'cardamom', 'peony', 'iris', 'tea leaves', 'incense']","SPICES,RESINS BALSAMS,FLOWERS"
2099,Miss Marisa perfume spray Eau de Parfum,"['plum blossom', 'cassis', 'fresh mint', 'waterlily']",FLOWERS
2100,Miss Marisa Tropical perfume spray Eau de Parfum,"['mango', 'coconut', 'ginger', 'peach', 'waterlilly', 'casis']","SPICES,FRUITS VEGETABLES NUTS"
2101,Fiore d'Ambra Eau de Parfum,"['amber gris', 'opium']",FLOWERS
2102,Thundra Eau de Parfum,"['leaves', 'mint', 'patchouli', 'white musk']","GREENS HERBS FOUGERES,WOODS MOSSES"
2103,Acqua di Sale Eau de Parfum,"['aroma of salt on the skin', 'myrtle', 'cedarwood', 'marine algae']","WOODS MOSSES,FLOWERS"
2104,Ichnusa Eau de Parfum,"['myrtle', 'fig-tree wood', 'cut grass']",FLOWERS
2105,Acqua e Zucchero Eau de Parfum,"['orange blossom', 'wild berries', 'vanilla']","SPICES,WHITE FLOWERS"
2106,Patchouly Eau de Parfum,"['patchouli', 'amber', 'sandalwood', 'incense']","WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2107,Santalum Eau de Parfum,"['sandalwood', 'myrrh', 'cinnamon']","SPICES,WOODS MOSSES,RESINS BALSAMS"
2108,Antico Caruso Eau de Parfum,"['citrus', 'almond', 'sandalwood']","WOODS MOSSES,FRUITS VEGETABLES NUTS,CITRUS"
2109,Sel de  Vetiver Eau de Toilette,"['grapefruit', 'patchouli', 'cardamom', 'geranium', 'haitian vetiver', 'iris', 'ylang ylang']","SPICES,WOODS MOSSES,CITRUS,FLOWERS"
2110,Patchouli Patch Eau de Toilette,"['osmanthus', 'patchouli', 'white musk', 'anise', 'spices']","SPICES,WOODS MOSSES,FLOWERS"
2111,L'Eau d'Ambre Eau de Toilette,"['geranium', 'patchouli', 'vanilla', 'amber']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
2112,Kai - Eau de Parfum Eau de Parfum Spray,['notes of gardenia and white exotic florals'],FLOWERS
2113,Fleur de Comores Eau de Parfum,"['blackcurrant', 'passionfruit', 'leafy green', 'vanilla', 'orange blossom', 'jasmine', 'ambegris', 'vetiver', 'musk.']","SPICES,WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS"
2114,Lonestar Memories Eau de Toilette,"['geranium', 'carrot seed', 'clary sage', 'birchtar', 'cistus', 'jasmine', 'cedar wood', 'myrrh', 'tonka', 'vetiver', 'sandalwood']","WOODS MOSSES,WHITE FLOWERS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
2115,Musc Bleu Eau de Parfum,"['neroli flower', 'oak moss', 'moss flowers', 'woods', 'ylang-ylang', 'black geranium', 'white sandalwood.']","WOODS MOSSES,FLOWERS"
2116,Mure et Musc Extreme Eau de Parfum,"['blackberries', 'musk', ""citrus l'artisan's vanilla""]","FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
2117,Fou d'Absinthe Eau de Parfum,"['absinthe', 'star anise', 'dry pine', 'cistus', 'angelica flower', 'blackcurrant buds', 'clove', 'ginger', 'nutmeg', 'patchouli', 'pepper', 'pine needles', 'fir balsam']","BEVERAGES,SPICES,WOODS MOSSES"
2118,Luctor et Emergo - Eau de Toilette,"['precious woods', 'vanilla', 'fresh grasses', ""white florals (and dozens of prized ingredients we can't name!)""]",SPICES
2119,Vanille Extreme Eau de Toilette,"['tahitian vanilla', 'spices']",SPICES
2120,Vanille Bourbon Eau de Parfum,"['cedar flowers', 'orchids (bourbon and yellow)', 'heliotrope', 'tiare', 'rose wood']",FLOWERS
2121,Chocolat Eau de Parfum,"['mandarin', 'nutmeg', 'sandalwood', 'galbanum', 'cocoa', 'plum', 'jasmine', 'yellow rose', 'vanilla']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,GREENS HERBS FOUGERES"
2122,Green Eau de Parfum,"['citron', 'bergamot', 'basil', 'cardamom', 'thyme', 'musk', 'vetiver']","WOODS MOSSES,SPICES,CITRUS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2123,Mechant Loup Eau de Toilette,"['hazelnut', 'spices', 'honey', 'tonka bean']","SPICES,FRUITS VEGETABLES NUTS,SWEETS GOURMAND"
2124,La Chasse Aux Papillons EXTREME Eau de Parfum,"['linden blossom', 'lemon tree blossom', 'orange blossom', 'jasmine', 'tuberose']",WHITE FLOWERS
2125,Geisha Green roll-on perfume oil,"['absinthe', 'black currant', 'violet', 'mandarin', 'amber', 'tonka']","BEVERAGES,FRUITS VEGETABLES NUTS,FLOWERS,MUSK AMBER ANIMALIC"
2126,Narziß - (Narziss) eau de toilette,"['tarragon', 'royal sage', 'rose', 'atlas cedar', 'vetiver', 'tonka', 'fig leaves']","GREENS HERBS FOUGERES,WOODS MOSSES,FLOWERS"
2127,Coral Perfume Oil,"['orange blossom', 'mimosa', 'sandalwood', 'vanilla', 'hints of coconut']","SPICES,WOODS MOSSES,WHITE FLOWERS,FLOWERS"
2128,Moonstone Perfume Oil,"['gardenia', 'amber', 'vanilla', 'oakmoss', 'tobacco']","WOODS MOSSES,WHITE FLOWERS,SPICES,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2129,Verveine d'Eugene Eau de Parfum,"['blackcurrant', 'tomato leaves', 'verbena', 'fig leaves', 'white musk']",GREENS HERBS FOUGERES
2130,Iris de Nuit Eau de Parfum,"['white cedar', 'grey amber', 'iris', 'angelica seeds', 'ambrette']","GREENS HERBS FOUGERES,FLOWERS"
2131,Menthe Fraiche Eau de Parfum,"['mint leaves', 'sicilian bergamot', 'mate', 'green tea', 'lotus leaves', 'white cedar']",GREENS HERBS FOUGERES
2132,Number One Intense Eau de Parfum,"['egyptian jasmine', 'indian tuberose', 'orange blossom absolute', 'cassis', 'rose', 'iris']",FLOWERS
2133,Odalisque Eau de Parfum,"['lily of the valley', 'jasmine', 'iris root']","WHITE FLOWERS,FLOWERS"
2134,Vanille Tonka Eau de Parfum,"['vanilla', 'frankincense', 'tonka bean', 'tangerine', 'lime']","SPICES,CITRUS,RESINS BALSAMS"
2135,Eau d'ete Eau Fraiche,"['jasmine', 'lime', 'grapefruit', 'blood orange', 'cinnamon', 'balsam', 'musk']","WHITE FLOWERS,SPICES,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2136,Cologne Sologne Eau de Cologne,"['neroli', 'sandalwood', 'grapefruit', 'lemon verbena', 'sicilian bergamot']","WOODS MOSSES,CITRUS"
2137,Vetyver Eau de Toilette,"['vetiver', 'cumin', 'black pepper', 'clove', 'coriander', 'ylang ylang', 'jasmine', 'tonka bean absolute']","WHITE FLOWERS,SPICES,WOODS MOSSES,FLOWERS"
2138,New York Eau de Toilette,"['lemon', 'petitgrain', 'bergamot', 'lavender', 'artemisia', 'pepper', 'cinnamon', 'clove', 'patchouli', 'cedar', 'leather', 'vanilla']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
2139,Le Maroc pour elle Eau de Parfum,"['moroccan petitgrain (bitter orange)', 'french lavender', 'red mandarin', 'moroccan rose absolute', 'moroccan jasmin absolute', 'moroccan cedarwood from the high atlas', 'sandalwood', 'patchouli']","WOODS MOSSES,CITRUS"
2140,Patchouli perfume oil,"['tunisian patchouli', 'amber', 'three types of musk', 'vanilla']","SPICES,MUSK AMBER ANIMALIC"
2141,Vanilla perfume oil,"['french vanilla', 'vanilla']",SPICES
2142,Costes perfume Eau de Toilette,"['juniper berries', 'coriander seeds', 'rosewood', 'incense', 'musk', 'laurel', 'white pepper', 'lavender']","WOODS MOSSES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
2143,Amber Vanilla perfume oil,"['vanilla', ""amber (we're sure there is more"", ""but it's kept secret)""]",SPICES
2144,Geisha Blanche roll-on perfume oil,"['lychee', 'jasmine', 'hyacinth', 'ylang ylang recent press people magazine', 'good morning america']","WHITE FLOWERS,FLOWERS"
2145,Geisha Noire roll-on perfume oil,"['black amber', 'sandalwood', 'tonka bean recent press people magazine', 'good morning america']",WOODS MOSSES
2146,Geisha Rouge roll-on perfume oil,"['tonka bean', 'tobacco', 'vanilla', 'sandalwood', 'cinnamon', 'star of anise', 'clove recent press people magazine', 'good morning america']","GREENS HERBS FOUGERES,SPICES,WOODS MOSSES"
2147,FRANK No. 2 Eau de Parfum,"['bergamot', 'white lavender', 'coriander', 'crushed plum leaves', 'cognac', 'plum', 'fir balsam', 'coffee bean essence', 'red maplewood', 'teakwood', 'white musk']","BEVERAGES,SPICES,FRUITS VEGETABLES NUTS,CITRUS"
2148,Silk perfume oil,"['white amber', 'vanilla', 'marine notes']",SPICES
2149,Mure et Musc Eau de Toilette,"['wild blackberry', 'musk', 'citrus']","CITRUS,FRUITS VEGETABLES NUTS,MUSK AMBER ANIMALIC"
